"g","geis.dv_1","geis.dv_2","geis.dv_3","geis.dv_4","geis.dv_5"
"lse",5,6,6,6,6
"lse",2,4,2,2,4
"lse",4,4,4,4,4
"lse",5,5,4,6,7
"lse",4,4,4,4,4
"lse",5,3,6,5,4
"lse",5,6,7,7,6
"lse",6,5,6,6,5
"lse",5,6,6,5,5
"lse",5,4,5,6,6
"lse",5,5,5,6,5
"lse",5,5,5,5,6
"lse",4,4,5,5,6
"lse",5,6,5,6,6
"lse",4,4,4,4,4
"lse",5,4,3,4,3
"lse",4,5,5,5,5
"lse",3,4,4,4,3
"lse",5,4,5,4,4
"lse",3,5,5,3,2
"lse",7,7,7,6,4
"lse",3,5,6,4,5
"lse",5,6,6,6,7
"lse",5,5,5,5,5
"lse",4,5,5,5,5
"lse",2,6,6,4,5
"lse",5,5,5,4,5
"lse",5,3,4,5,6
"lse",3,5,5,5,4
"lse",4,4,4,4,5
"lse",6,6,7,6,7
"lse",5,5,5,6,5
"lse",5,3,6,6,6
"lse",4,6,6,4,5
"hawaiion",3,4,5,2,2
"hawaiion",4,4,4,4,4
"hawaiion",6,6,5,6,6
"hawaiion",6,6,6,6,6
"hawaiion",2,3,2,3,3
"hawaiion",6,6,6,6,6
"hawaiion",5,5,5,5,6
"hawaiion",4,4,4,4,4
"hawaiion",4,4,4,4,4
"hawaiion",7,5,6,6,6
"hawaiion",6,5,5,5,5
"hawaiion",3,5,6,2,5
"hawaiion",4,4,4,4,4
"hawaiion",4,4,4,4,4
"hawaiion",6,6,6,4,4
"hawaiion",4,4,4,4,4
"hawaiion",4,4,4,4,4
"hawaiion",4,5,6,5,5
"hawaiion",4,4,4,4,4
"hawaiion",6,5,6,6,6
"hawaiion",5,5,5,5,5
"hawaiion",6,1,5,6,3
"hawaiion",5,4,4,6,4
"hawaiion",6,3,3,2,2
"hawaiion",4,4,5,5,5
"hawaiion",7,7,7,7,7
"hawaiion",5,4,5,6,6
"hawaiion",3,4,6,5,5
"hawaiion",4,4,4,4,4
"hawaiion",5,5,6,5,6
"hawaiion",6,6,7,5,7
"hawaiion",7,6,6,6,6
"hawaiion",4,4,4,4,4
"hawaiion",4,4,4,4,4
"hawaiion",6,5,5,7,7
"hawaiion",3,4,4,3,3
"hawaiion",3,3,4,4,4
"hawaiion",2,3,3,3,4
"hawaiion",4,4,4,4,4
"hawaiion",5,3,4,4,6
"hawaiion",6,6,6,6,6
"hawaiion",5,5,4,4,5
"hawaiion",6,6,6,5,5
"hawaiion",2,4,2,4,4
"hawaiion",4,4,6,6,6
"hawaiion",4,5,6,4,4
"hawaiion",5,5,5,5,5
"hawaiion",7,7,7,7,7
"hawaiion",4,4,4,6,6
"hawaiion",5,5,5,6,6
"hawaiion",7,6,5,6,6
"hawaiion",2,3,5,3,4
"hawaiion",6,5,6,7,6
"hawaiion",4,4,4,4,4
"hawaiion",4,4,5,5,5
"brookcuny",4,4,6,7,7
"brookcuny",5,6,6,5,5
"brookcuny",5,4,4,5,6
"brookcuny",4,4,4,4,4
"brookcuny",4,4,4,4,4
"brookcuny",5,5,5,5,5
"brookcuny",3,3,4,1,1
"brookcuny",4,4,4,4,4
"brookcuny",3,5,5,5,5
"brookcuny",7,7,7,7,7
"brookcuny",5,5,6,7,5
"brookcuny",7,6,6,6,6
"brookcuny",4,4,5,5,5
"brookcuny",4,3,2,3,1
"brookcuny",3,4,5,5,5
"brookcuny",5,6,5,6,5
"brookcuny",5,5,5,5,5
"brookcuny",5,5,2,5,6
"brookcuny",6,7,7,7,7
"brookcuny",6,7,7,7,7
"brookcuny",4,4,4,4,4
"brookcuny",3,5,7,5,7
"brookcuny",1,5,5,5,5
"brookcuny",6,7,4,5,6
"brookcuny",7,5,6,2,2
"brookcuny",6,3,4,2,6
"brookcuny",4,4,4,4,4
"brookcuny",5,5,7,7,7
"brookcuny",5,5,5,7,7
"brookcuny",5,6,6,6,6
"brookcuny",2,6,7,7,7
"brookcuny",4,4,4,4,4
"brookcuny",4,4,4,4,4
"brookcuny",7,5,5,7,7
"brookcuny",7,7,6,6,6
"brookcuny",2,7,7,7,7
"brookcuny",7,5,6,7,7
"brookcuny",4,4,4,4,4
"brookcuny",3,3,3,3,3
"brookcuny",6,6,6,6,6
"brookcuny",4,4,5,5,5
"brookcuny",5,6,7,5,6
"brookcuny",4,4,4,4,4
"brookcuny",4,4,4,4,4
"brookcuny",5,4,4,5,5
"brookcuny",4,5,5,4,5
"brookcuny",5,6,6,6,6
"brookcuny",1,1,1,1,1
"brookcuny",6,6,5,6,7
"brookcuny",3,3,3,3,3
"brookcuny",5,6,6,7,7
"brookcuny",5,5,5,5,5
"brookcuny",7,7,6,7,7
"brookcuny",5,6,6,6,5
"brookcuny",2,3,3,2,2
"brookcuny",7,5,5,6,7
"brookcuny",5,5,5,5,5
"brookcuny",4,5,6,6,7
"brookcuny",4,5,5,5,5
"brookcuny",6,6,5,7,7
"brookcuny",5,6,6,3,4
"brookcuny",5,4,5,3,3
"brookcuny",5,4,5,5,5
"brookcuny",5,4,4,5,5
"brookcuny",2,6,5,6,6
"brookcuny",5,4,5,5,4
"brookcuny",4,4,4,4,4
"brookcuny",2,4,3,2,1
"brookcuny",7,7,7,7,7
"brookcuny",5,6,6,6,6
"brookcuny",4,3,3,3,3
"brookcuny",5,6,7,4,4
"brookcuny",7,4,4,5,6
"brookcuny",3,3,3,3,3
"brookcuny",4,6,5,4,6
"brookcuny",6,7,5,5,6
"brookcuny",4,4,4,4,4
"brookcuny",3,2,3,3,2
"brookcuny",4,4,4,4,4
"brookcuny",5,7,7,6,7
"brookcuny",4,5,5,5,5
"brookcuny",4,5,5,5,5
"brookcuny",4,5,5,6,7
"brookcuny",4,3,5,5,5
"georgefox",7,7,7,7,5
"georgefox",4,5,6,6,6
"georgefox",5,5,6,4,5
"georgefox",5,6,6,7,6
"georgefox",5,3,4,5,4
"georgefox",4,4,4,4,4
"georgefox",6,5,5,6,6
"georgefox",4,4,4,4,4
"georgefox",5,4,5,6,6
"georgefox",4,5,6,5,5
"georgefox",4,4,4,4,4
"georgefox",4,4,4,4,4
"georgefox",5,5,4,4,5
"georgefox",4,4,5,6,7
"georgefox",6,6,6,6,6
"georgefox",6,6,6,6,6
"georgefox",4,5,6,5,6
"georgefox",6,6,6,6,6
"georgefox",5,4,6,6,6
"georgefox",5,6,5,7,6
"georgefox",5,5,5,3,4
"georgefox",7,7,7,7,7
"georgefox",5,6,5,6,7
"georgefox",5,3,5,4,4
"georgefox",4,4,4,4,4
"georgefox",5,6,6,6,6
"georgefox",4,4,4,4,4
"georgefox",5,4,5,4,4
"georgefox",4,4,4,6,5
"georgefox",1,2,3,4,4
"georgefox",4,5,5,5,5
"georgefox",4,4,4,4,4
"georgefox",7,7,6,7,7
"georgefox",7,7,7,7,7
"georgefox",3,4,3,5,5
"georgefox",5,4,5,4,4
"georgefox",6,5,6,6,6
"georgefox",6,6,7,7,7
"georgefox",1,4,4,5,5
"georgefox",4,4,4,4,4
"georgefox",5,4,5,6,7
"georgefox",5,2,2,6,5
"georgefox",7,7,7,7,7
"georgefox",4,4,4,4,5
"georgefox",4,5,4,5,5
"georgefox",4,4,4,4,4
"georgefox",5,5,5,5,6
"georgefox",5,4,4,4,3
"georgefox",7,7,7,7,7
"georgefox",3,4,2,5,5
"georgefox",7,7,7,7,7
"georgefox",4,4,4,4,4
"georgefox",4,5,5,4,7
"georgefox",6,6,5,6,6
"georgefox",4,5,5,3,3
"georgefox",6,4,4,4,4
"georgefox",4,5,5,5,5
"georgefox",3,5,5,5,5
"georgefox",4,4,4,4,4
"georgefox",7,5,6,7,7
"georgefox",5,5,5,5,5
"georgefox",4,4,4,4,4
"georgefox",4,4,4,4,5
"georgefox",3,1,4,3,3
"georgefox",5,5,5,5,5
"georgefox",7,7,7,7,7
"georgefox",7,7,7,7,7
"georgefox",5,5,5,6,6
"georgefox",4,4,4,4,4
"georgefox",7,7,7,7,7
"ritonline",6,4,5,5,5
"ritonline",5,5,6,6,6
"ritonline",4,4,4,4,4
"ritonline",5,5,6,5,6
"ritonline",4,4,4,5,5
"ritonline",4,5,5,5,5
"ritonline",5,4,4,5,5
"ritonline",4,4,5,5,6
"ritonline",4,5,6,6,6
"ritonline",6,6,5,6,6
"ritonline",5,6,5,4,6
"ritonline",5,5,6,3,7
"ritonline",7,7,6,7,7
"ritonline",4,3,4,6,6
"ritonline",2,3,3,3,3
"ritonline",7,5,6,7,7
"ritonline",4,3,4,5,5
"ritonline",1,1,1,1,1
"ritonline",4,4,4,5,5
"ritonline",4,5,5,4,4
"ritonline",1,3,2,2,1
"ritonline",5,4,4,6,6
"ritonline",6,6,6,6,6
"ritonline",5,4,4,4,5
"ritonline",7,5,5,7,1
"ritonline",5,7,7,7,6
"ritonline",4,4,4,5,5
"ritonline",6,6,6,6,6
"ritonline",5,5,6,4,4
"ritonline",5,5,3,2,2
"ritonline",5,5,5,3,4
"ritonline",5,3,5,2,5
"ritonline",6,5,6,6,6
"ritonline",5,5,5,6,6
"ritonline",7,7,7,7,7
"ritonline",4,4,4,4,4
"ritonline",4,5,6,2,2
"ritonline",3,2,4,4,4
"ritonline",4,3,3,4,4
"ritonline",6,6,5,4,5
"ritonline",5,4,4,4,5
"ritonline",3,3,3,3,3
"ritonline",4,6,6,6,7
"jmu",4,5,5,5,5
"jmu",2,3,5,5,5
"jmu",5,5,5,6,6
"jmu",6,6,6,6,6
"jmu",5,3,3,5,6
"jmu",6,6,6,7,7
"jmu",4,6,5,7,6
"jmu",4,5,5,5,5
"jmu",5,4,6,5,5
"jmu",5,5,6,4,4
"jmu",7,7,4,5,7
"jmu",5,5,6,6,6
"jmu",5,5,5,4,4
"jmu",4,5,4,5,5
"jmu",4,4,5,5,4
"jmu",6,6,6,6,6
"jmu",4,4,4,6,6
"jmu",5,4,4,6,6
"jmu",4,6,3,4,3
"jmu",6,6,6,6,6
"jmu",6,4,5,6,5
"jmu",5,5,5,4,3
"jmu",5,5,5,6,4
"jmu",7,7,7,7,7
"jmu",4,4,4,4,4
"jmu",6,6,6,6,6
"jmu",6,5,3,5,5
"jmu",4,4,4,4,4
"jmu",4,4,3,6,6
"jmu",5,5,5,5,5
"jmu",7,6,6,6,7
"jmu",5,3,4,6,5
"jmu",5,4,5,5,5
"jmu",4,4,4,4,4
"jmu",7,5,4,6,6
"jmu",4,5,6,5,6
"jmu",5,5,5,4,6
"jmu",4,4,4,4,4
"jmu",6,3,3,6,6
"jmu",3,3,3,3,6
"jmu",5,6,6,6,6
"jmu",3,3,4,6,4
"jmu",5,4,7,5,5
"jmu",6,6,6,6,6
"jmu",7,7,7,7,7
"queensland2",5,6,6,5,7
"queensland2",5,6,4,6,6
"queensland2",5,4,5,5,5
"queensland2",4,5,6,6,6
"queensland2",3,3,4,3,4
"queensland2",5,5,5,5,5
"queensland2",4,5,5,5,5
"queensland2",5,6,5,6,5
"queensland2",5,5,5,3,3
"queensland2",6,5,5,3,4
"queensland2",4,4,6,4,5
"queensland2",5,3,5,3,3
"queensland2",4,5,5,4,5
"queensland2",4,5,5,4,4
"queensland2",5,6,6,6,5
"queensland2",6,7,6,7,7
"queensland2",4,5,5,5,6
"queensland2",6,6,6,6,6
"queensland2",5,6,6,6,6
"queensland2",3,3,3,3,3
"queensland2",4,4,3,5,5
"queensland2",6,6,6,6,6
"queensland2",6,5,5,6,6
"queensland2",4,5,4,5,6
"queensland2",7,5,4,5,6
"queensland2",4,6,6,4,6
"queensland2",4,5,4,5,6
"queensland2",5,5,5,6,6
"queensland2",6,6,6,6,6
"queensland2",6,6,6,6,6
"queensland2",6,5,5,6,5
"queensland2",4,4,4,4,4
"queensland2",5,5,2,5,6
"queensland2",4,4,4,4,4
"queensland2",4,3,5,5,5
"queensland2",4,5,7,6,6
"queensland2",4,4,6,4,5
"queensland2",3,5,4,5,5
"queensland2",3,3,3,4,3
"queensland2",3,5,5,4,5
"queensland2",4,5,5,6,6
"queensland2",4,4,5,5,5
"queensland2",4,4,4,4,4
"queensland2",6,6,6,5,5
"queensland2",4,4,5,5,5
"queensland2",4,5,5,3,2
"queensland2",5,7,7,7,7
"queensland2",4,5,5,5,4
"queensland2",6,7,7,7,7
"queensland2",6,6,6,6,6
"queensland2",5,6,5,5,6
"queensland2",4,5,5,6,6
"queensland2",5,5,5,5,6
"queensland2",5,6,4,3,5
"queensland2",6,4,4,6,6
"queensland2",5,6,4,5,5
"queensland2",6,4,5,5,5
"queensland2",6,6,6,6,6
"moralsense",4,4,4,4,4
"moralsense",3,5,5,4,7
"moralsense",4,4,4,5,5
"moralsense",5,4,4,7,7
"moralsense",5,4,5,4,3
"moralsense",5,4,6,7,7
"moralsense",4,4,4,4,4
"moralsense",4,7,6,7,7
"moralsense",4,6,6,6,6
"moralsense",3,6,6,5,6
"moralsense",2,3,4,4,4
"moralsense",4,6,6,4,4
"moralsense",4,6,5,3,3
"moralsense",4,5,5,4,5
"moralsense",3,6,6,6,7
"moralsense",4,5,6,5,6
"moralsense",5,4,4,6,6
"moralsense",7,5,6,6,5
"moralsense",3,4,5,3,3
"moralsense",6,5,4,4,5
"moralsense",6,5,6,6,7
"moralsense",7,7,7,7,7
"moralsense",7,7,7,6,7
"moralsense",4,4,4,4,4
"moralsense",6,2,7,7,7
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",6,5,5,5,6
"moralsense",4,4,4,4,4
"moralsense",6,6,7,6,7
"moralsense",6,7,7,6,5
"moralsense",4,4,4,4,4
"moralsense",7,7,7,7,7
"moralsense",4,6,6,6,5
"moralsense",4,4,4,4,5
"moralsense",4,6,7,6,4
"moralsense",4,5,5,5,5
"moralsense",4,5,5,5,5
"moralsense",3,4,3,4,4
"moralsense",4,4,4,4,4
"moralsense",5,5,6,5,6
"moralsense",4,4,6,4,4
"moralsense",6,5,5,6,6
"moralsense",4,4,4,1,1
"moralsense",7,7,7,7,7
"moralsense",7,3,3,5,6
"moralsense",2,4,2,3,3
"moralsense",4,4,4,4,4
"moralsense",4,7,7,7,7
"moralsense",4,4,5,3,4
"moralsense",5,6,5,4,4
"moralsense",5,5,5,6,6
"moralsense",6,4,5,3,4
"moralsense",6,4,4,5,5
"moralsense",7,5,4,5,7
"moralsense",6,6,4,4,4
"moralsense",4,4,4,4,4
"moralsense",4,4,5,6,6
"moralsense",4,6,6,5,5
"moralsense",5,5,6,4,5
"moralsense",6,4,6,6,6
"moralsense",5,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",2,2,3,2,2
"moralsense",3,3,3,2,3
"moralsense",6,5,5,5,5
"moralsense",4,6,6,4,4
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",4,5,6,5,4
"moralsense",3,3,3,4,4
"moralsense",5,4,4,4,3
"moralsense",4,4,4,4,4
"moralsense",3,5,5,5,6
"moralsense",4,4,4,4,4
"moralsense",4,5,5,6,6
"moralsense",4,4,4,4,4
"moralsense",7,7,7,7,7
"moralsense",5,6,6,4,6
"moralsense",4,4,6,6,5
"moralsense",7,5,5,7,7
"moralsense",2,6,6,7,6
"moralsense",7,4,4,7,7
"moralsense",4,4,5,5,5
"moralsense",5,5,6,5,6
"moralsense",4,4,4,4,4
"moralsense",5,4,4,3,2
"moralsense",4,4,4,6,4
"moralsense",5,5,5,7,7
"moralsense",5,5,4,3,4
"moralsense",5,4,4,7,7
"moralsense",4,4,4,4,4
"moralsense",1,2,6,2,7
"moralsense",4,4,4,5,5
"moralsense",4,7,7,5,6
"moralsense",1,1,1,1,1
"moralsense",3,4,4,4,5
"moralsense",4,4,4,2,5
"moralsense",6,7,6,6,6
"moralsense",4,3,4,6,5
"moralsense",4,4,6,6,4
"moralsense",4,4,4,6,6
"moralsense",5,4,5,6,6
"moralsense",5,5,5,5,5
"moralsense",5,5,5,5,5
"moralsense",6,5,5,5,5
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",2,2,3,3,3
"moralsense",6,6,7,7,5
"moralsense",4,4,4,4,4
"moralsense",2,4,4,6,6
"moralsense",4,2,2,5,2
"moralsense",4,4,4,4,4
"moralsense",5,4,7,5,4
"moralsense",6,5,6,6,6
"moralsense",5,5,7,6,6
"moralsense",7,7,7,7,7
"moralsense",4,4,4,4,4
"moralsense",3,4,5,4,3
"moralsense",4,4,5,6,7
"moralsense",7,7,7,7,7
"moralsense",3,3,2,3,3
"moralsense",4,3,4,3,4
"moralsense",4,7,7,5,4
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",6,4,6,3,5
"moralsense",4,4,4,4,4
"moralsense",3,3,3,3,3
"moralsense",5,4,4,6,7
"moralsense",7,7,7,7,7
"moralsense",4,5,5,4,7
"moralsense",3,2,5,4,4
"moralsense",4,4,5,7,7
"moralsense",4,5,5,4,4
"moralsense",2,3,3,3,4
"moralsense",5,5,6,6,7
"moralsense",5,3,6,4,6
"moralsense",6,6,6,5,5
"moralsense",4,4,5,4,4
"moralsense",4,4,4,5,5
"moralsense",4,4,4,4,4
"moralsense",6,5,6,5,7
"moralsense",3,3,4,3,5
"moralsense",7,1,7,1,1
"moralsense",5,5,5,4,4
"moralsense",5,6,7,6,4
"moralsense",5,7,5,2,3
"moralsense",6,4,4,6,5
"moralsense",5,5,5,5,6
"moralsense",4,6,5,6,6
"moralsense",4,5,5,6,6
"moralsense",4,4,4,4,4
"moralsense",5,5,4,5,5
"moralsense",6,6,7,7,7
"moralsense",4,5,4,5,6
"moralsense",4,1,2,1,4
"moralsense",6,4,4,5,6
"moralsense",4,4,5,4,6
"moralsense",4,4,5,4,5
"moralsense",5,5,5,5,5
"moralsense",4,5,3,4,6
"moralsense",4,4,4,4,4
"moralsense",4,5,4,4,4
"moralsense",4,2,4,3,6
"moralsense",4,4,4,4,4
"moralsense",6,6,4,6,6
"moralsense",4,5,5,5,5
"moralsense",4,6,2,1,2
"moralsense",5,6,7,5,5
"moralsense",4,4,5,4,4
"moralsense",4,5,5,5,5
"moralsense",5,5,5,6,6
"moralsense",6,6,6,6,6
"moralsense",6,6,6,2,4
"moralsense",7,7,4,6,7
"moralsense",3,5,4,3,5
"moralsense",6,4,5,5,5
"moralsense",6,6,6,6,6
"moralsense",5,4,4,4,4
"moralsense",4,2,4,5,6
"moralsense",4,4,4,4,4
"moralsense",3,3,6,6,6
"moralsense",4,4,4,3,3
"moralsense",3,5,4,5,5
"moralsense",6,6,5,6,6
"moralsense",4,4,5,4,4
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",4,4,4,5,5
"moralsense",4,4,6,4,4
"moralsense",4,5,5,6,6
"moralsense",6,6,6,6,7
"moralsense",6,6,7,6,5
"moralsense",4,4,5,5,4
"moralsense",4,4,4,5,5
"moralsense",5,5,7,7,6
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",2,4,6,2,3
"moralsense",5,5,7,5,6
"moralsense",5,4,4,3,3
"moralsense",7,5,4,5,6
"moralsense",5,6,6,6,6
"moralsense",4,4,4,4,7
"moralsense",2,4,3,2,2
"moralsense",4,4,5,4,4
"moralsense",3,4,4,5,5
"moralsense",3,3,3,3,3
"moralsense",7,2,2,3,6
"moralsense",1,1,1,1,1
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",4,4,5,3,4
"moralsense",3,2,2,3,3
"moralsense",5,5,5,5,5
"moralsense",4,4,4,6,5
"moralsense",4,3,4,4,4
"moralsense",5,4,5,4,4
"moralsense",7,7,7,7,7
"moralsense",4,2,5,5,6
"moralsense",4,4,4,4,4
"moralsense",3,6,6,6,6
"moralsense",4,4,4,4,4
"moralsense",4,4,5,4,4
"moralsense",6,6,6,4,6
"moralsense",4,4,4,4,4
"moralsense",4,5,4,6,5
"moralsense",6,5,7,6,7
"moralsense",4,4,5,3,3
"moralsense",3,4,5,5,7
"moralsense",5,3,5,6,6
"moralsense",6,5,7,4,6
"moralsense",7,4,5,6,7
"moralsense",5,4,5,4,5
"moralsense",5,6,6,5,6
"moralsense",4,2,5,7,5
"moralsense",4,4,4,4,4
"moralsense",1,4,4,1,4
"moralsense",5,5,5,6,6
"moralsense",4,4,4,4,4
"moralsense",4,5,5,6,6
"moralsense",5,5,5,5,5
"moralsense",5,6,4,6,4
"moralsense",6,6,6,6,6
"moralsense",2,1,3,1,2
"moralsense",6,5,4,4,4
"moralsense",4,6,6,6,6
"moralsense",2,2,3,2,5
"moralsense",5,6,5,6,7
"moralsense",4,4,4,6,5
"moralsense",1,5,5,4,5
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",5,4,5,6,6
"moralsense",4,4,5,5,5
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,5
"moralsense",4,4,4,4,4
"moralsense",3,4,4,5,4
"moralsense",7,4,6,7,7
"moralsense",4,4,4,5,6
"moralsense",1,4,4,2,6
"moralsense",4,6,5,6,7
"moralsense",4,4,4,4,4
"moralsense",6,7,5,6,6
"moralsense",5,3,6,5,4
"moralsense",1,1,1,1,1
"moralsense",1,7,7,1,7
"moralsense",1,4,4,4,4
"moralsense",5,5,5,4,4
"moralsense",3,5,6,5,7
"moralsense",2,2,2,7,6
"moralsense",4,4,4,4,4
"moralsense",6,6,7,6,6
"moralsense",5,5,5,5,5
"moralsense",5,3,3,4,7
"moralsense",3,3,4,5,6
"moralsense",4,6,4,4,4
"moralsense",5,2,1,3,5
"moralsense",3,4,5,5,5
"moralsense",4,4,4,4,4
"moralsense",4,2,4,6,6
"moralsense",4,4,4,4,7
"moralsense",6,6,6,7,6
"moralsense",4,4,4,3,3
"moralsense",2,4,5,6,6
"moralsense",4,4,4,5,6
"moralsense",4,4,4,3,4
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",5,6,6,5,4
"moralsense",5,4,4,5,5
"moralsense",4,4,4,5,4
"moralsense",5,4,6,5,5
"moralsense",4,4,5,4,4
"moralsense",2,2,2,2,2
"moralsense",7,5,7,4,5
"moralsense",2,5,5,5,4
"moralsense",6,4,6,6,3
"moralsense",5,6,4,6,6
"moralsense",3,4,3,4,3
"moralsense",5,5,5,5,5
"moralsense",4,4,5,6,6
"moralsense",5,5,3,5,6
"moralsense",4,4,4,4,4
"moralsense",2,4,4,2,2
"moralsense",4,4,4,4,7
"moralsense",7,4,4,7,7
"moralsense",4,3,4,4,4
"moralsense",4,5,4,5,5
"moralsense",3,4,4,5,3
"moralsense",2,2,2,2,3
"moralsense",1,1,2,1,1
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",4,4,6,6,6
"moralsense",1,4,6,6,6
"moralsense",5,5,5,5,6
"moralsense",2,2,2,5,7
"moralsense",5,5,6,5,4
"moralsense",6,6,6,5,6
"moralsense",4,4,4,4,4
"moralsense",2,4,4,5,4
"moralsense",4,4,4,4,6
"moralsense",5,6,6,5,4
"moralsense",4,4,4,4,4
"moralsense",5,5,6,5,4
"moralsense",3,3,3,5,5
"moralsense",4,4,4,5,5
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",6,6,6,6,6
"moralsense",6,6,6,6,6
"moralsense",6,2,2,5,4
"moralsense",7,7,7,7,7
"moralsense",3,2,4,2,1
"moralsense",5,6,6,5,5
"moralsense",4,4,4,1,4
"moralsense",2,2,2,3,2
"moralsense",1,1,1,1,1
"moralsense",4,6,6,4,5
"moralsense",5,5,3,5,3
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",5,4,5,3,3
"moralsense",4,4,4,4,4
"moralsense",4,4,5,5,4
"moralsense",4,3,4,4,4
"moralsense",5,5,5,5,5
"moralsense",7,4,4,2,2
"moralsense",2,5,6,4,2
"moralsense",4,6,6,3,4
"moralsense",3,1,1,7,7
"moralsense",4,5,5,6,4
"moralsense",6,5,5,6,6
"moralsense",4,4,4,4,4
"moralsense",6,6,5,7,4
"moralsense",4,4,4,6,6
"moralsense",3,4,4,3,4
"moralsense",2,3,3,3,3
"moralsense",4,4,4,4,5
"moralsense",5,4,6,4,4
"moralsense",4,4,5,7,6
"moralsense",7,5,6,7,7
"moralsense",2,5,6,2,3
"moralsense",7,4,4,7,7
"moralsense",5,5,4,4,4
"moralsense",1,1,1,1,1
"moralsense",4,4,4,4,4
"moralsense",2,5,4,5,5
"moralsense",5,5,6,4,4
"moralsense",7,7,7,7,7
"moralsense",2,3,3,4,4
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,4
"moralsense",4,4,4,4,7
"moralsense",4,4,4,4,4
"moralsense",4,2,2,5,6
"moralsense",3,5,6,4,5
"moralsense",4,4,4,3,4
"moralsense",7,5,4,7,7
"moralsense",4,4,5,5,4
"moralsense",7,7,7,7,7
"moralsense",7,4,6,5,7
"moralsense",3,4,5,5,6
"moralsense",4,4,4,4,4
"moralsense",6,6,6,6,6
"moralsense",3,5,5,4,4
"moralsense",5,5,5,5,5
"moralsense",4,6,6,6,4
"moralsense",4,4,4,4,4
"moralsense",5,5,5,5,6
"moralsense",6,6,7,5,5
"moralsense",3,7,7,6,7
"moralsense",5,1,1,1,3
"moralsense",4,4,5,4,4
"moralsense",2,7,7,7,7
"moralsense",3,3,5,3,1
"moralsense",4,1,2,4,5
"moralsense",4,3,6,5,4
"moralsense",1,1,1,1,1
"moralsense",3,4,7,4,7
"moralsense",3,4,3,2,4
"moralsense",1,2,3,1,1
"moralsense",4,3,5,6,7
"moralsense",1,1,1,1,1
"moralsense",4,1,1,3,4
"moralsense",6,4,5,6,7
"moralsense",4,4,4,4,4
"moralsense",4,5,7,5,6
"moralsense",5,6,6,6,6
"westernkentucky",6,6,6,6,6
"mcdanielonline",4,2,3,6,4
"westernkentucky",5,5,5,4,6
"westernkentucky",4,4,6,5,5
"mcdanielonline",6,5,6,6,7
"mcdanielonline",7,7,4,5,4
"westernkentucky",4,5,5,4,6
"westernkentucky",5,6,6,6,6
"westernkentucky",7,7,7,7,7
"westernkentucky",6,7,7,7,7
"westernkentucky",5,5,6,5,5
"mcdanielonline",2,1,1,1,1
"kenyon",6,6,6,6,6
"kenyon",4,3,2,3,4
"kenyon",4,4,4,4,4
"kenyon",4,5,5,6,5
"kenyon",4,5,5,7,7
"kenyon",4,4,4,4,4
"umich",4,5,4,5,5
"umich",4,4,4,5,5
"umich",7,5,4,7,7
"mcdanielonline",6,3,3,5,7
"mcdanielonline",5,4,5,5,4
"mcdanielonline",6,6,4,4,6
"mcdanielonline",4,4,6,4,5
"mcdanielonline",4,3,3,5,5
"mcdanielonline",5,4,4,4,4
"mcdanielonline",5,5,5,5,5
"umich",7,4,4,4,7
"umich",6,6,6,5,5
"kenyon",4,3,5,4,4
"westernkentucky",4,4,4,4,4
"kenyon",4,4,4,4,4
"kenyon",6,5,7,6,5
"westernkentucky",4,4,4,4,4
"westernkentucky",4,5,3,6,5
"westernkentucky",3,3,5,6,6
"umich",4,5,7,6,6
"umich",5,6,6,2,7
"umich",4,5,5,6,6
"umich",6,7,7,7,7
"mcdanielonline",6,3,7,2,4
"kenyon",5,5,5,4,3
"kenyon",6,6,6,6,7
"kenyon",6,5,6,5,5
"umich",4,4,6,3,5
"loyola",6,4,6,5,7
"loyola",3,6,6,5,6
"mcdanielonline",4,5,4,5,5
"kenyon",5,5,6,6,6
"kenyon",6,6,5,6,5
"kenyon",4,5,5,6,6
"loyola",5,5,5,5,5
"loyola",5,5,5,6,6
"loyola",6,6,6,5,6
"loyola",4,4,4,4,4
"mcdanielonline",1,1,1,1,1
"umich",6,6,6,7,7
"umich",4,5,7,5,4
"loyola",1,3,2,1,1
"psualtoona",5,5,5,5,7
"psualtoona",3,3,3,2,3
"psualtoona",5,4,4,4,4
"psualtoona",6,5,6,7,7
"psualtoona",6,6,5,6,6
"psualtoona",4,5,5,6,6
