"g","nfc_01","nfc_02","nfc_03","nfc_04","nfc_05","nfc_06"
"UCRiverside",2,2,3,3,4,3
"UCRiverside",4,1,3,3,4,2
"UCRiverside",4,1,4,5,4,3
"UCRiverside",4,1,1,4,4,3
"UniversityOfFlorida",4,2,4,3,3,2
"UniversityOfFlorida",1,4,4,2,5,4
"UniversityOfFlorida",4,4,2,4,4,2
"UniversityOfFlorida",2,3,4,2,3,4
"UniversityOfFlorida",4,2,3,4,4,3
"UniversityOfFlorida",2,2,3,4,4,2
"UniversityOfFlorida",3,1,3,4,4,2
"UniversityOfFlorida",3,2,4,4,2,2
"UniversityOfFlorida",2,1,1,5,5,2
"UniversityOfFlorida",3,3,4,4,4,2
"UniversityOfFlorida",2,2,4,3,3,4
"UniversityOfFlorida",2,2,4,3,4,2
"UniversityOfFlorida",3,2,2,4,4,2
"UniversityOfFlorida",4,1,1,4,4,1
"UniversityOfFlorida",3,4,5,3,4,2
"UniversityOfFlorida",3,2,4,3,3,2
"UniversityOfFlorida",5,2,1,4,5,1
"UniversityOfFlorida",3,2,4,4,5,2
"UniversityOfFlorida",2,4,2,4,5,2
"UniversityOfFlorida",4,2,3,3,4,2
"UniversityOfFlorida",4,2,3,4,4,3
"UniversityOfFlorida",4,2,3,4,4,3
"UniversityOfFlorida",2,3,4,4,4,2
"UniversityOfFlorida",2,3,3,3,4,2
"UniversityOfFlorida",3,4,4,4,3,2
"UniversityOfFlorida",3,4,4,2,3,2
"UniversityOfFlorida",3,3,4,4,4,2
"UniversityOfFlorida",4,2,2,3,4,4
"UniversityOfFlorida",2,2,2,4,4,3
"UniversityOfFlorida",4,2,3,3,4,2
"UniversityOfFlorida",3,2,2,3,5,2
"UniversityOfFlorida",3,1,2,3,4,1
"UniversityOfFlorida",2,2,5,4,2,4
"UniversityOfFlorida",2,2,2,3,4,3
"UniversityOfFlorida",1,2,3,4,4,2
"UniversityOfFlorida",2,2,4,3,4,2
"UniversityOfFlorida",2,4,2,3,3,2
"UniversityOfFlorida",3,4,3,2,5,4
"UniversityOfFlorida",4,3,3,4,4,5
"UniversityOfFlorida",4,1,2,5,5,3
"UniversityOfFlorida",4,2,3,4,3,3
"UniversityOfFlorida",4,3,4,5,3,4
"UniversityOfFlorida",2,3,4,2,2,4
"UniversityOfFlorida",4,3,2,2,3,2
"UniversityOfFlorida",2,2,2,4,4,2
"UniversityOfFlorida",1,2,3,4,4,3
"UniversityOfFlorida",3,2,2,4,4,2
"UniversityOfFlorida",4,3,3,2,3,3
"UniversityOfFlorida",2,2,4,2,2,3
"UniversityOfFlorida",2,3,2,3,4,2
"UniversityOfFlorida",4,4,4,2,4,2
"UniversityOfFlorida",3,2,4,2,2,3
"UniversityOfFlorida",3,2,4,3,3,3
"UniversityOfFlorida",2,4,5,2,5,2
"UniversityOfFlorida",3,3,4,4,3,2
"UniversityOfFlorida",4,2,4,4,2,2
"UniversityOfFlorida",2,3,5,3,2,4
"UniversityOfFlorida",4,2,4,4,4,2
"UniversityOfFlorida",2,4,3,3,2,4
"UniversityOfFlorida",4,2,2,3,3,3
"UniversityOfFlorida",2,2,3,4,4,4
"UniversityOfFlorida",2,3,4,2,1,3
"UniversityOfFlorida",4,2,2,4,1,2
"UniversityOfFlorida",3,2,2,4,4,2
"UniversityOfFlorida",4,2,2,4,4,1
"UniversityOfFlorida",2,2,5,3,2,3
"UniversityOfFlorida",2,5,2,4,5,3
"UniversityOfFlorida",2,3,3,3,3,3
"UniversityOfFlorida",2,4,4,3,3,4
"UniversityOfFlorida",2,2,4,2,2,4
"UniversityOfFlorida",4,2,4,2,3,2
"UniversityOfFlorida",2,2,4,2,4,1
"UniversityOfFlorida",4,3,4,1,2,2
"UniversityOfFlorida",2,2,2,3,4,2
"UniversityOfFlorida",2,2,2,3,4,4
"UniversityOfFlorida",3,2,4,3,4,2
"UniversityOfFlorida",4,2,4,3,5,3
"UniversityOfFlorida",3,2,2,3,2,4
"UniversityOfFlorida",4,2,2,4,4,4
"UniversityOfFlorida",2,3,4,3,3,2
"UniversityOfFlorida",1,2,3,2,2,4
"UniversityOfFlorida",4,4,3,2,3,4
"UniversityOfFlorida",1,2,3,2,5,4
"UniversityOfFlorida",3,2,4,3,4,2
"UniversityOfFlorida",4,4,5,2,2,4
"UniversityOfFlorida",4,4,2,4,2,4
"UniversityOfFlorida",3,2,3,3,4,3
"UniversityOfFlorida",3,3,4,3,4,4
"UniversityOfFlorida",1,3,4,2,4,2
"UniversityOfFlorida",3,4,2,2,2,4
"UniversityOfFlorida",2,4,5,3,3,4
"UniversityOfFlorida",2,2,3,2,3,3
"UniversityOfFlorida",4,2,2,4,4,2
"UniversityOfFlorida",2,4,4,2,2,2
"UniversityOfFlorida",3,2,2,3,4,2
"UniversityOfFlorida",2,2,4,2,4,3
"UniversityOfFlorida",4,2,2,4,3,2
"UniversityOfFlorida",2,1,5,3,5,2
"UniversityOfFlorida",2,2,4,3,4,3
"UniversityOfFlorida",4,3,4,4,2,4
"UniversityOfFlorida",3,2,5,3,2,2
"UniversityOfFlorida",2,4,3,4,3,2
"UniversityOfFlorida",4,1,4,3,4,2
"UniversityOfFlorida",2,3,4,4,3,2
"UniversityOfFlorida",3,2,4,4,4,1
"UniversityOfFlorida",2,5,5,4,4,1
"UniversityOfFlorida",4,2,3,3,3,2
"UniversityOfFlorida",4,2,2,4,5,3
"UniversityOfFlorida",4,2,3,2,4,3
"UniversityOfFlorida",2,2,2,2,4,4
"UniversityOfFlorida",2,3,4,2,4,4
"UniversityOfFlorida",2,1,2,4,5,2
"UniversityOfFlorida",2,3,4,3,3,3
"UniversityOfFlorida",2,2,4,4,4,3
"UniversityOfFlorida",4,2,2,3,4,3
"UniversityOfFlorida",3,3,4,3,2,4
"UniversityOfFlorida",2,2,5,4,4,3
"UniversityOfFlorida",3,1,2,3,4,2
"UniversityOfFlorida",2,3,3,2,3,2
"UniversityOfFlorida",4,2,5,3,4,4
"UniversityOfFlorida",1,3,5,3,4,2
"UniversityOfFlorida",3,4,4,3,2,2
"UniversityOfFlorida",3,3,4,2,4,4
"UniversityOfFlorida",2,2,2,4,3,4
"UniversityOfFlorida",3,2,2,4,4,2
"UniversityOfFlorida",2,4,2,3,5,2
"UniversityOfFlorida",1,2,5,2,4,2
"UniversityOfFlorida",2,3,4,4,4,3
"UniversityOfFlorida",2,3,4,2,2,4
"UniversityOfFlorida",2,2,2,4,5,3
"UniversityOfFlorida",2,2,4,4,2,2
"UniversityOfFlorida",3,4,2,3,3,4
"UniversityOfFlorida",2,2,5,4,4,1
"UniversityOfFlorida",2,4,3,3,3,3
"UniversityOfFlorida",2,4,4,3,3,4
"UniversityOfSouthernMississippi",2,2,2,4,5,2
"UniversityOfSouthernMississippi",2,1,3,4,4,2
"UniversityOfSouthernMississippi",3,2,3,3,4,1
"UniversityOfSouthernMississippi",1,3,4,4,2,4
"UniversityOfSouthernMississippi",4,2,3,3,4,1
"UniversityOfSouthernMississippi",2,2,4,4,5,2
"UniversityOfSouthernMississippi",2,2,3,2,4,3
"UniversityOfSouthernMississippi",3,3,2,5,3,2
"UniversityOfSouthernMississippi",4,1,4,2,4,4
"UniversityOfSouthernMississippi",4,1,3,5,5,2
"UniversityOfSouthernMississippi",2,2,4,3,3,2
"UniversityOfSouthernMississippi",2,5,2,3,4,3
"UniversityOfSouthernMississippi",1,1,4,2,4,4
"UniversityOfSouthernMississippi",3,3,3,3,3,3
"UniversityOfSouthernMississippi",2,2,4,2,4,4
"UniversityOfSouthernMississippi",3,1,2,2,4,1
"UniversityOfSouthernMississippi",4,3,4,2,4,4
"UniversityOfSouthernMississippi",2,1,1,4,5,3
"UniversityOfSouthernMississippi",4,2,2,4,4,3
"UniversityOfSouthernMississippi",4,2,4,4,3,2
"UniversityOfSouthernMississippi",2,2,3,3,2,2
"UniversityOfSouthernMississippi",1,5,3,4,5,5
"UniversityOfSouthernMississippi",2,3,4,3,3,3
"UniversityOfSouthernMississippi",3,2,2,3,3,3
"UniversityOfSouthernMississippi",3,2,4,3,4,4
"UniversityOfSouthernMississippi",4,2,3,2,4,2
"UniversityOfSouthernMississippi",4,2,4,3,4,5
"UniversityOfSouthernMississippi",3,1,2,2,4,3
"UniversityOfSouthernMississippi",1,5,4,2,2,4
"UniversityOfSouthernMississippi",2,3,2,4,1,4
"UniversityOfSouthernMississippi",3,4,4,5,4,2
"UniversityOfSouthernMississippi",3,4,3,3,4,4
"UniversityOfSouthernMississippi",2,2,4,2,2,4
"UniversityOfSouthernMississippi",3,1,2,3,3,5
"UniversityOfSouthernMississippi",2,3,4,4,3,2
"UniversityOfSouthernMississippi",1,2,4,4,3,4
"UniversityOfSouthernMississippi",1,3,4,2,3,3
"UniversityOfSouthernMississippi",3,2,2,2,2,3
"UniversityOfSouthernMississippi",2,2,4,2,2,2
"UniversityOfSouthernMississippi",1,1,1,5,5,1
"UniversityOfSouthernMississippi",2,1,5,4,4,3
"UniversityOfSouthernMississippi",3,1,5,5,5,1
"UniversityOfSouthernMississippi",5,5,5,4,5,4
"UniversityOfSouthernMississippi",2,4,3,4,4,2
"UniversityOfSouthernMississippi",3,2,2,4,4,1
"UniversityOfSouthernMississippi",4,2,2,4,4,3
"UniversityOfSouthernMississippi",4,1,2,4,4,2
"UniversityOfSouthernMississippi",1,4,2,3,4,3
"UniversityOfSouthernMississippi",4,2,4,2,4,2
"UniversityOfSouthernMississippi",3,2,2,3,4,2
"UniversityOfSouthernMississippi",3,3,5,5,5,1
"UniversityOfSouthernMississippi",2,4,5,1,1,3
"UniversityOfSouthernMississippi",4,1,4,3,3,2
"UniversityOfSouthernMississippi",3,4,4,4,3,3
"UniversityOfSouthernMississippi",2,4,3,3,3,3
"UniversityOfSouthernMississippi",1,1,5,1,3,3
"UniversityOfSouthernMississippi",4,1,4,4,4,1
"UniversityOfSouthernMississippi",1,2,4,3,2,2
"UniversityOfSouthernMississippi",3,2,3,4,2,4
"UniversityOfSouthernMississippi",2,2,4,3,5,4
"UniversityOfSouthernMississippi",5,1,1,5,5,3
"UniversityOfSouthernMississippi",4,2,5,2,3,5
"UniversityOfSouthernMississippi",3,1,2,4,4,3
"UniversityOfSouthernMississippi",3,2,2,3,4,3
"UniversityOfSouthernMississippi",2,2,4,2,3,2
"UniversityOfSouthernMississippi",3,1,4,4,4,3
"UniversityOfSouthernMississippi",2,4,4,2,3,4
"UniversityOfSouthernMississippi",2,4,4,2,4,4
"UniversityOfSouthernMississippi",3,3,3,3,3,3
"UniversityOfSouthernMississippi",5,1,5,5,5,1
"UniversityOfSouthernMississippi",3,4,4,3,2,3
"UniversityOfSouthernMississippi",3,3,4,2,3,2
"UniversityOfSouthernMississippi",1,2,4,2,3,3
"UniversityOfSouthernMississippi",3,2,4,4,4,2
"UniversityOfSouthernMississippi",3,2,5,3,2,3
"UniversityOfSouthernMississippi",3,2,3,2,4,3
"UniversityOfSouthernMississippi",3,2,3,3,4,3
"UniversityOfSouthernMississippi",2,3,4,4,4,3
"UniversityOfSouthernMississippi",3,2,4,3,4,2
"UniversityOfSouthernMississippi",1,2,2,3,3,4
"UniversityOfSouthernMississippi",2,2,4,4,4,2
"UniversityOfSouthernMississippi",3,3,3,3,3,3
"UniversityOfSouthernMississippi",4,4,3,4,4,2
"UniversityOfSouthernMississippi",2,4,4,2,4,3
"UniversityOfSouthernMississippi",3,2,4,4,4,2
"UniversityOfSouthernMississippi",5,1,1,1,4,1
"UniversityOfSouthernMississippi",3,2,4,4,4,2
"UniversityOfSouthernMississippi",1,4,4,2,4,3
"UniversityOfSouthernMississippi",2,2,4,4,2,3
"UniversityOfToronto",4,5,5,5,2,1
"UniversityOfToronto",3,4,4,2,3,3
"UniversityOfToronto",2,3,4,2,1,4
"UniversityOfToronto",3,3,2,3,3,2
"UniversityOfToronto",3,2,2,4,4,2
"UniversityOfToronto",4,2,3,4,4,2
"UniversityOfToronto",2,2,2,4,3,2
"UniversityOfToronto",4,2,4,3,4,2
"UniversityOfToronto",2,2,4,4,4,2
"UniversityOfToronto",3,2,4,3,4,2
"UniversityOfToronto",3,4,4,3,4,4
"UniversityOfToronto",4,2,4,4,4,5
"UniversityOfToronto",4,3,4,2,1,4
"UniversityOfToronto",2,3,4,3,2,4
"UniversityOfToronto",2,4,4,3,2,2
"UniversityOfToronto",4,2,3,3,4,2
"UniversityOfToronto",2,4,4,2,3,4
"UniversityOfToronto",2,2,4,3,2,3
"UniversityOfToronto",2,4,5,2,5,2
"UniversityOfToronto",4,3,4,4,1,2
"UniversityOfToronto",4,2,3,1,4,4
"UniversityOfToronto",3,3,2,3,3,3
"UniversityOfToronto",2,2,4,4,4,2
"UniversityOfToronto",4,2,4,2,4,2
"UniversityOfToronto",3,1,3,3,4,2
"UniversityOfToronto",3,1,4,2,4,2
"UniversityOfToronto",3,4,4,4,2,4
"UniversityOfToronto",3,3,2,2,3,4
"UniversityOfToronto",3,2,1,4,4,2
"UniversityOfToronto",3,2,4,2,3,2
"UniversityOfToronto",4,5,4,2,5,5
"UniversityOfToronto",2,3,4,4,2,2
"UniversityOfToronto",2,3,4,2,4,4
"UniversityOfToronto",4,2,3,3,3,2
"UniversityOfToronto",3,2,3,2,3,4
"UniversityOfToronto",4,3,3,4,4,3
"UniversityOfToronto",4,2,2,4,4,2
"UniversityOfToronto",1,3,2,2,1,3
"UniversityOfToronto",2,2,3,3,4,2
"UniversityOfToronto",4,2,3,4,5,2
"UniversityOfToronto",4,3,4,2,3,2
"UniversityOfToronto",3,4,4,4,4,3
"UniversityOfToronto",3,2,4,3,5,2
"UniversityOfToronto",4,2,2,4,4,2
"UniversityOfToronto",3,1,4,4,4,2
"UniversityOfToronto",3,2,4,4,3,4
"UniversityOfToronto",3,4,2,4,4,2
"UniversityOfToronto",4,2,3,4,5,5
"UniversityOfToronto",2,1,4,3,5,4
"UniversityOfToronto",4,1,5,5,5,1
"UniversityOfToronto",4,2,4,3,3,4
"UniversityOfToronto",4,2,3,3,5,3
"UniversityOfToronto",4,2,2,4,4,2
"UniversityOfToronto",2,2,3,3,4,3
"UniversityOfToronto",3,2,2,4,5,4
"UniversityOfToronto",4,2,4,2,2,5
"UniversityOfToronto",2,4,4,3,3,3
"UniversityOfToronto",4,1,4,4,5,4
"UniversityOfToronto",2,1,4,3,1,3
"UniversityOfToronto",1,4,4,3,4,4
"UniversityOfToronto",4,2,2,4,3,2
"UniversityOfToronto",2,2,2,4,4,2
"UniversityOfToronto",4,2,2,4,3,2
"UniversityOfToronto",4,3,4,2,3,2
"UniversityOfToronto",2,1,4,3,4,2
"UniversityOfToronto",1,1,4,3,5,2
"UniversityOfToronto",3,2,4,3,4,2
"UniversityOfToronto",2,2,4,2,2,4
"UniversityOfToronto",4,2,4,3,3,2
"UniversityOfToronto",3,4,4,3,2,2
"UniversityOfToronto",3,1,2,4,4,2
"UniversityOfToronto",3,2,4,3,3,3
"UniversityOfToronto",3,2,4,3,2,2
"UniversityOfToronto",2,3,2,3,4,3
"UniversityOfToronto",3,3,3,3,3,3
"UniversityOfToronto",3,3,4,2,3,3
"UniversityOfToronto",3,2,5,2,5,4
"UniversityOfToronto",4,4,4,2,3,3
"UniversityOfToronto",2,2,2,3,4,2
"UniversityOfToronto",4,4,3,4,5,4
"UniversityOfVirginia",2,2,2,4,3,3
"UniversityOfVirginia",4,2,4,4,3,2
"UniversityOfVirginia",2,4,3,2,4,3
"UniversityOfVirginia",4,2,1,4,3,1
"UniversityOfVirginia",2,2,3,3,4,3
"UniversityOfVirginia",3,2,4,3,3,2
"UniversityOfVirginia",4,2,3,3,2,2
"UniversityOfVirginia",3,2,4,4,4,2
"UniversityOfVirginia",4,2,4,2,4,2
"UniversityOfVirginia",2,2,4,4,4,3
"UniversityOfVirginia",4,2,3,3,4,4
"UniversityOfVirginia",4,2,5,3,4,2
"UniversityOfVirginia",3,2,3,2,4,4
"UniversityOfVirginia",3,4,4,3,3,4
"UniversityOfVirginia",3,2,4,4,4,2
"UniversityOfVirginia",5,1,3,4,5,2
"UniversityOfVirginia",2,2,4,3,4,4
"UniversityOfVirginia",3,2,3,3,3,2
"UniversityOfVirginia",2,3,4,3,4,2
"UniversityOfVirginia",3,3,3,3,4,2
"UniversityOfVirginia",2,3,4,4,2,2
"UniversityOfVirginia",2,2,2,4,4,4
"UniversityOfVirginia",3,4,4,2,3,2
"UniversityOfVirginia",1,2,4,2,2,4
"UniversityOfVirginia",2,3,4,3,4,3
"UniversityOfVirginia",4,3,3,4,2,5
"UniversityOfVirginia",3,2,4,3,5,3
"UniversityOfVirginia",2,4,4,2,4,3
"UniversityOfVirginia",2,2,4,3,1,2
"UniversityOfVirginia",1,1,3,4,4,3
"UniversityOfVirginia",2,4,4,3,4,5
"UniversityOfVirginia",4,3,3,2,4,3
"UniversityOfVirginia",2,2,4,4,4,3
"UniversityOfVirginia",4,2,3,3,4,3
"UniversityOfVirginia",3,1,2,4,4,2
"UniversityOfVirginia",3,2,4,2,3,3
"UniversityOfVirginia",3,2,4,2,5,3
"UniversityOfVirginia",3,2,3,3,2,2
"UniversityOfVirginia",3,1,2,4,5,2
"UniversityOfVirginia",3,2,3,4,3,2
"UniversityOfVirginia",2,3,3,2,3,2
"UniversityOfVirginia",4,2,3,4,4,2
"UniversityOfVirginia",4,2,2,4,2,2
"UniversityOfVirginia",1,2,5,3,4,4
"UniversityOfVirginia",3,2,3,3,3,2
"UniversityOfVirginia",3,2,4,3,2,3
"UniversityOfVirginia",3,4,4,3,3,4
"UniversityOfVirginia",2,2,4,3,2,2
"UniversityOfVirginia",4,2,4,3,3,2
"UniversityOfVirginia",2,2,2,4,5,2
"UniversityOfVirginia",2,1,2,4,3,4
"UniversityOfVirginia",3,2,2,3,4,2
"UniversityOfVirginia",2,1,4,3,2,3
"UniversityOfVirginia",4,2,4,3,4,5
"UniversityOfVirginia",4,1,1,4,4,1
"UniversityOfVirginia",3,2,4,3,4,2
"UniversityOfVirginia",4,2,2,3,4,2
"UniversityOfVirginia",2,4,5,2,1,5
"UniversityOfVirginia",4,4,4,4,2,1
"UniversityOfVirginia",2,2,3,4,4,3
"UniversityOfVirginia",3,2,4,2,3,2
"UniversityOfVirginia",4,2,4,3,4,4
"UniversityOfVirginia",4,2,4,3,5,3
"UniversityOfVirginia",3,3,3,3,3,3
"UniversityOfVirginia",2,1,4,3,3,2
"UniversityOfVirginia",3,3,2,4,4,4
"UniversityOfVirginia",4,2,2,3,5,4
"UniversityOfVirginia",3,4,4,4,1,1
"UniversityOfVirginia",3,2,3,2,4,1
"UniversityOfVirginia",2,2,2,3,5,2
"UniversityOfVirginia",3,2,4,2,2,4
"UniversityOfVirginia",5,4,5,3,3,2
"UniversityOfVirginia",2,2,3,4,4,4
"UniversityOfVirginia",2,2,3,3,4,4
"UniversityOfVirginia",2,3,4,2,2,2
"UniversityOfVirginia",4,1,3,4,4,1
"UniversityOfVirginia",4,2,1,3,3,3
"UniversityOfVirginia",2,2,3,2,5,1
"UniversityOfVirginia",4,2,4,2,4,2
"UniversityOfVirginia",3,1,3,4,4,4
"UniversityOfVirginia",3,2,2,4,4,3
"UniversityOfVirginia",3,1,2,4,4,2
"UniversityOfVirginia",2,2,3,4,4,3
"UniversityOfVirginia",4,2,3,3,3,2
"UniversityOfVirginia",3,2,2,4,3,2
"UniversityOfVirginia",4,2,2,3,4,3
"UniversityOfVirginia",4,2,4,4,4,3
"UniversityOfVirginia",3,2,4,2,4,3
"UniversityOfVirginia",4,2,3,4,4,2
"UniversityOfVirginia",5,3,5,3,1,3
"UniversityOfVirginia",4,3,3,3,4,2
"UniversityOfVirginia",4,2,2,4,4,2
"UniversityOfVirginia",2,2,4,2,4,2
"UniversityOfVirginia",4,4,2,4,4,2
"UniversityOfVirginia",4,1,4,3,4,3
"UniversityOfVirginia",1,3,4,2,3,3
"UniversityOfVirginia",3,3,3,4,4,3
"UniversityOfVirginia",4,1,3,4,4,2
"UniversityOfVirginia",4,3,2,2,4,4
"UniversityOfVirginia",4,1,2,5,5,2
"UniversityOfVirginia",3,4,4,3,4,3
"UniversityOfVirginia",2,2,2,3,4,3
"UniversityOfVirginia",4,4,4,3,1,2
"UniversityOfVirginia",3,2,3,4,4,2
"UniversityOfVirginia",2,3,5,2,2,2
"UniversityOfVirginia",2,4,4,2,3,2
"UniversityOfVirginia",5,2,4,4,2,1
"UniversityOfVirginia",3,2,4,3,4,2
"UniversityOfVirginia",2,3,4,3,3,4
"UniversityOfVirginia",4,4,3,4,3,4
"UniversityOfVirginia",1,3,5,2,2,4
"UniversityOfVirginia",4,2,3,4,4,2
"UniversityOfVirginia",2,2,5,2,5,3
"UniversityOfVirginia",3,2,3,4,4,2
"UniversityOfVirginia",4,3,3,3,2,2
"UniversityOfVirginia",3,2,4,4,4,2
"UniversityOfVirginia",3,4,3,3,3,2
"UniversityOfVirginia",5,1,2,4,4,1
"UniversityOfVirginia",4,3,5,2,2,4
"UniversityOfVirginia",4,2,4,2,3,1
"UniversityOfVirginia",3,4,2,4,4,2
"UniversityOfVirginia",1,3,4,2,2,3
"UniversityOfVirginia",4,2,1,4,4,1
"UniversityOfVirginia",2,2,3,4,4,3
"UniversityOfVirginia",2,2,2,4,5,3
"UniversityOfVirginia",4,4,4,2,2,2
"UniversityOfVirginia",2,3,4,3,4,3
"UniversityOfVirginia",2,2,1,3,5,5
"UniversityOfVirginia",4,3,4,2,4,4
"UniversityOfVirginia",3,2,4,2,3,4
"UniversityOfVirginia",4,5,4,3,2,2
"UniversityOfVirginia",4,2,2,4,4,2
"UniversityOfVirginia",3,2,2,4,4,2
"UniversityOfVirginia",2,2,3,2,3,1
"UniversityOfVirginia",4,2,2,4,4,4
"UniversityOfVirginia",2,4,4,3,4,3
"UniversityOfVirginia",2,2,4,3,4,2
"UniversityOfVirginia",4,2,3,3,5,3
"UniversityOfVirginia",3,2,4,5,2,1
"UniversityOfVirginia",3,2,4,3,2,4
"UniversityOfVirginia",2,2,4,4,3,2
"UniversityOfVirginia",3,2,2,4,4,3
"UniversityOfVirginia",3,3,3,4,2,2
"UniversityOfVirginia",4,1,3,4,4,1
"UniversityOfVirginia",3,2,2,4,2,2
"UniversityOfVirginia",3,1,4,2,4,4
"UniversityOfVirginia",2,2,4,3,4,4
"UniversityOfVirginia",4,4,3,2,2,4
"UniversityOfVirginia",3,2,3,4,2,3
"UniversityOfVirginia",2,3,4,3,4,4
"UniversityOfVirginia",2,2,4,2,4,4
"UniversityOfVirginia",2,3,4,3,3,2
"UniversityOfVirginia",2,2,4,3,4,2
"UniversityOfVirginia",4,2,2,4,4,2
"UniversityOfVirginia",3,3,4,5,3,1
"UniversityOfVirginia",2,2,2,2,4,2
"UniversityOfVirginia",2,2,2,4,4,2
"UniversityOfVirginia",2,2,2,4,4,2
"UniversityOfVirginia",3,1,4,4,3,3
"UniversityOfVirginia",1,2,3,2,3,3
"UniversityOfVirginia",3,2,3,3,3,2
"UniversityOfVirginia",3,1,3,3,4,4
"UniversityOfVirginia",2,3,4,1,1,3
"UniversityOfVirginia",4,2,3,4,3,2
"UniversityOfVirginia",2,2,2,2,2,2
"UniversityOfVirginia",4,2,2,4,4,3
"UniversityOfVirginia",4,2,4,5,5,1
"UniversityOfVirginia",3,2,4,4,3,2
"UniversityOfVirginia",2,3,3,2,2,4
"UniversityOfVirginia",2,2,4,3,4,4
"UniversityOfVirginia",2,1,2,4,4,3
"UniversityOfVirginia",3,2,4,2,2,4
"UniversityOfVirginia",2,1,2,4,5,3
"UniversityOfVirginia",4,4,4,5,4,4
"UniversityOfVirginia",3,2,2,4,3,3
"VirginiaCommonwealthUniversity",3,1,1,5,5,2
"VirginiaCommonwealthUniversity",2,4,2,3,4,2
"VirginiaCommonwealthUniversity",2,4,2,4,5,1
"VirginiaCommonwealthUniversity",2,3,4,2,4,3
"VirginiaCommonwealthUniversity",2,2,4,3,5,4
"VirginiaCommonwealthUniversity",4,2,4,2,4,1
"VirginiaCommonwealthUniversity",3,2,4,3,4,3
"VirginiaCommonwealthUniversity",2,1,3,5,5,4
"VirginiaCommonwealthUniversity",4,2,4,3,4,3
"VirginiaCommonwealthUniversity",4,2,4,4,2,4
"VirginiaCommonwealthUniversity",4,2,5,5,5,3
"VirginiaCommonwealthUniversity",3,2,2,3,4,2
"VirginiaCommonwealthUniversity",3,2,2,4,5,1
"VirginiaCommonwealthUniversity",2,2,3,3,4,3
"VirginiaCommonwealthUniversity",1,2,2,3,4,2
"VirginiaCommonwealthUniversity",3,2,3,2,4,2
"VirginiaCommonwealthUniversity",4,2,4,3,4,4
"VirginiaCommonwealthUniversity",3,2,4,2,5,4
"VirginiaCommonwealthUniversity",4,3,2,4,5,2
"VirginiaCommonwealthUniversity",4,2,4,4,3,2
"VirginiaCommonwealthUniversity",2,2,5,5,2,4
"VirginiaCommonwealthUniversity",3,3,3,2,2,3
"VirginiaCommonwealthUniversity",2,2,3,3,4,3
"VirginiaCommonwealthUniversity",5,1,4,5,4,1
"VirginiaCommonwealthUniversity",3,3,4,4,4,3
"VirginiaCommonwealthUniversity",2,1,1,4,5,1
"VirginiaCommonwealthUniversity",4,2,4,2,3,2
"VirginiaCommonwealthUniversity",3,2,3,4,4,1
"VirginiaCommonwealthUniversity",2,3,3,3,4,2
"VirginiaCommonwealthUniversity",3,2,4,4,4,2
"VirginiaCommonwealthUniversity",2,1,4,4,5,3
"VirginiaCommonwealthUniversity",3,3,2,4,4,3
"VirginiaCommonwealthUniversity",2,2,4,3,4,2
"VirginiaCommonwealthUniversity",1,1,2,4,4,3
"VirginiaCommonwealthUniversity",2,2,4,4,4,2
"VirginiaCommonwealthUniversity",4,2,3,2,3,2
"VirginiaCommonwealthUniversity",3,1,2,5,5,2
"VirginiaCommonwealthUniversity",3,1,3,3,1,3
"VirginiaCommonwealthUniversity",4,2,3,4,4,2
"VirginiaCommonwealthUniversity",2,2,4,2,3,2
"VirginiaCommonwealthUniversity",1,2,3,2,3,2
"VirginiaCommonwealthUniversity",2,2,2,4,4,4
"VirginiaCommonwealthUniversity",3,3,4,4,3,3
"VirginiaCommonwealthUniversity",1,1,2,4,5,2
"VirginiaCommonwealthUniversity",4,3,5,3,5,1
"VirginiaCommonwealthUniversity",4,2,4,4,4,3
"VirginiaCommonwealthUniversity",3,2,3,4,5,2
"VirginiaCommonwealthUniversity",4,2,3,2,2,3
"VirginiaCommonwealthUniversity",3,4,5,3,3,2
"VirginiaCommonwealthUniversity",3,4,5,1,1,3
"VirginiaCommonwealthUniversity",1,4,4,3,3,1
"VirginiaCommonwealthUniversity",2,4,4,4,4,4
"VirginiaCommonwealthUniversity",3,2,3,3,4,3
"VirginiaCommonwealthUniversity",4,2,2,2,2,4
"VirginiaCommonwealthUniversity",4,1,1,4,4,2
"VirginiaCommonwealthUniversity",3,1,1,5,5,3
"VirginiaCommonwealthUniversity",3,2,2,3,4,2
"VirginiaCommonwealthUniversity",1,3,4,1,1,2
"VirginiaCommonwealthUniversity",3,2,4,3,3,2
"VirginiaCommonwealthUniversity",3,3,4,3,3,5
"VirginiaCommonwealthUniversity",4,2,2,4,4,3
"VirginiaCommonwealthUniversity",3,2,4,3,4,2
"VirginiaCommonwealthUniversity",3,2,1,4,4,1
"VirginiaCommonwealthUniversity",3,2,2,3,3,2
"VirginiaCommonwealthUniversity",3,2,5,4,4,1
"VirginiaCommonwealthUniversity",4,3,4,4,3,4
"VirginiaCommonwealthUniversity",4,2,4,4,4,1
"VirginiaCommonwealthUniversity",3,3,5,3,4,5
"VirginiaCommonwealthUniversity",3,4,4,2,3,4
"VirginiaCommonwealthUniversity",2,4,4,3,3,3
"VirginiaCommonwealthUniversity",3,4,2,2,3,3
"VirginiaCommonwealthUniversity",3,2,2,3,3,2
