"g","zhon.dv.1_2","zhon.dv.1_3","zhon.dv.1_7","zhon.dv.1_8","zhon.dv.1_10"
"rotterdam",6,2,1,1,1
"rotterdam",2,2,1,1,1
"rotterdam",5,6,3,4,1
"rotterdam",3,5,1,1,4
"rotterdam",6,4,6,4,3
"rotterdam",5,3,3,2,1
"rotterdam",2,1,3,2,3
"rotterdam",5,3,1,2,3
"rotterdam",1,2,5,3,7
"rotterdam",2,2,3,3,3
"rotterdam",7,7,3,5,6
"rotterdam",5,5,4,4,6
"rotterdam",6,6,3,6,5
"rotterdam",7,7,2,2,6
"vuw",3,7,1,3,5
"vuw",1,7,3,4,6
"vuw",4,5,1,3,2
"vuw",6,7,2,5,4
"vuw",3,6,4,4,4
"vuw",6,7,4,5,2
"vuw",2,4,1,1,1
"vuw",3,7,3,4,1
"vuw",6,7,1,5,7
"vuw",3,5,2,5,6
"vuw",2,5,2,3,4
"vuw",1,6,1,7,2
"vuw",7,7,2,2,7
"vuw",1,6,6,7,6
"vuw",3,7,5,6,7
"vuw",1,3,3,1,1
"vuw",2,5,1,5,2
"vuw",3,3,4,4,4
"vuw",2,5,1,3,3
"vuw",1,4,1,3,5
"vuw",1,3,3,3,3
"vuw",7,7,4,4,5
"vuw",5,7,4,4,5
"vuw",2,6,1,2,6
"vuw",1,4,2,5,2
"vuw",4,4,1,2,1
"vuw",6,5,1,2,4
"vuw",3,7,1,7,7
"vuw",2,5,3,4,3
"vuw",7,7,3,2,2
"vuw",3,4,1,1,1
"vuw",1,2,1,2,1
"vuw",5,7,1,5,6
"vuw",3,6,3,3,5
"vuw",5,5,4,3,3
"vuw",7,7,4,6,6
"vuw",5,6,2,6,5
"vuw",3,6,2,6,2
"vuw",5,6,2,3,3
"vuw",1,1,1,1,2
"vuw",1,6,1,4,3
"vuw",3,3,1,2,1
"vuw",1,6,1,4,1
"vuw",1,5,1,1,1
"vuw",1,7,5,6,3
"vuw",5,4,3,4,4
"vuw",4,6,1,3,4
"vuw",5,5,2,2,5
"vuw",4,5,3,3,4
"jos",6,2,5,5,7
"jos",4,2,3,2,2
"jos",4,5,4,7,6
"jos",7,7,7,7,7
"jos",7,7,7,7,7
"jos",2,5,4,5,7
"jos",5,7,5,7,7
"jos",4,6,5,2,5
"jos",2,4,7,6,7
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",5,4,2,2,3
"fmkbelgrade",7,7,6,7,7
"fmkbelgrade",3,2,3,3,5
"fmkbelgrade",1,1,1,2,1
"fmkbelgrade",1,1,1,1,1
"fmkbelgrade",3,5,5,5,4
"fmkbelgrade",6,6,6,6,6
"fmkbelgrade",5,5,1,1,1
"fmkbelgrade",7,7,4,5,3
"fmkbelgrade",1,4,5,7,6
"fmkbelgrade",4,7,3,1,3
"fmkbelgrade",5,6,7,7,4
"fmkbelgrade",3,3,3,4,5
"fmkbelgrade",2,2,4,2,1
"fmkbelgrade",6,6,5,5,4
"fmkbelgrade",1,4,7,6,2
"fmkbelgrade",4,4,3,3,4
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",1,4,7,4,1
"fmkbelgrade",4,5,5,6,3
"fmkbelgrade",3,2,2,5,2
"fmkbelgrade",4,4,2,2,4
"fmkbelgrade",2,6,2,3,3
"fmkbelgrade",4,4,2,4,4
"fmkbelgrade",2,3,3,5,4
"fmkbelgrade",7,7,6,6,6
"fmkbelgrade",3,3,3,3,3
"fmkbelgrade",7,5,5,6,6
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",1,7,4,3,4
"fmkbelgrade",4,2,4,4,6
"fmkbelgrade",2,2,1,2,3
"fmkbelgrade",4,5,4,4,3
"fmkbelgrade",6,7,1,1,1
"fmkbelgrade",4,3,2,2,3
"fmkbelgrade",6,6,5,5,3
"fmkbelgrade",2,2,2,2,2
"fmkbelgrade",1,1,5,6,1
"fmkbelgrade",4,7,5,5,7
"fmkbelgrade",5,6,2,2,3
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",4,5,6,4,3
"fmkbelgrade",2,2,2,2,2
"fmkbelgrade",5,4,2,7,7
"fmkbelgrade",7,7,7,7,7
"fmkbelgrade",6,5,6,6,3
"fmkbelgrade",2,2,2,2,2
"fmkbelgrade",6,5,4,4,6
"fmkbelgrade",6,7,4,3,2
"fmkbelgrade",4,7,6,7,2
"fmkbelgrade",6,7,5,5,6
"fmkbelgrade",6,7,5,4,5
"fmkbelgrade",7,7,6,4,6
"fmkbelgrade",1,4,5,4,6
"fmkbelgrade",3,5,5,6,5
"fmkbelgrade",6,7,6,6,7
"fmkbelgrade",2,7,3,2,2
"cas",5,4,5,4,5
"cas",1,3,3,1,1
"cas",1,1,1,1,1
"cas",1,2,5,6,5
"cas",4,5,2,4,4
"cas",6,5,6,7,6
"cas",5,6,5,5,6
"cas",5,6,5,2,2
"cas",1,1,5,4,3
"cas",6,4,5,4,2
"cas",6,4,6,2,7
"cas",5,7,5,5,4
"cas",2,6,3,1,5
"cas",6,6,5,5,6
"cas",5,5,3,1,6
"cas",1,2,1,1,5
"cas",4,4,1,1,6
"cas",7,7,7,7,7
"cas",2,4,2,2,5
"cas",3,4,4,5,5
"cas",5,5,3,2,4
"cas",4,4,3,3,4
"cas",7,7,5,5,7
"cas",6,7,6,1,7
"cas",6,4,4,3,7
"cas",1,7,1,1,2
"cas",2,4,1,1,1
"kwazulu",6,5,4,3,4
"kwazulu",7,1,7,5,7
"kwazulu",7,6,5,7,6
"kwazulu",3,2,2,2,3
"kwazulu",4,3,4,5,6
"kwazulu",7,7,1,2,3
"kwazulu",7,7,4,6,7
"kwazulu",7,3,4,4,6
"kwazulu",7,5,5,5,3
"kwazulu",3,4,1,1,1
"kwazulu",1,1,2,2,3
"kwazulu",1,3,1,2,4
"kwazulu",6,7,7,7,7
"kwazulu",1,1,1,1,7
"kwazulu",5,5,3,4,7
"kwazulu",6,6,4,5,6
"kwazulu",5,3,2,5,5
"kwazulu",4,4,4,4,5
"kwazulu",7,7,4,4,7
"kwazulu",3,3,1,1,1
"kwazulu",3,1,3,6,7
"kwazulu",7,1,5,4,6
"kwazulu",1,7,5,3,7
"kwazulu",3,4,4,1,4
"kwazulu",7,5,1,1,5
"kwazulu",7,6,2,1,7
"kwazulu",6,2,1,2,5
"kwazulu",2,1,3,5,4
"kwazulu",2,5,2,5,6
"kwazulu",1,3,2,1,2
"kwazulu",7,7,5,4,6
"puc",2,4,2,3,1
"puc",6,7,5,7,6
"puc",1,6,1,1,2
"puc",2,4,1,1,4
"puc",1,4,1,1,1
"puc",2,1,1,1,1
"puc",1,1,1,1,1
"puc",2,3,1,1,4
"puc",3,3,5,1,1
"puc",6,5,1,6,7
"puc",5,7,5,3,7
"puc",3,5,2,2,2
"puc",3,2,2,2,1
"puc",1,1,1,2,1
"puc",4,5,1,1,2
"puc",5,5,2,1,5
"puc",2,2,1,1,1
"puc",4,3,2,3,2
"puc",5,5,2,2,4
"puc",4,5,3,3,3
"puc",1,1,1,1,1
"puc",1,1,1,7,1
"puc",4,4,1,2,4
"puc",7,1,1,1,2
"puc",6,4,2,5,5
"puc",1,1,1,5,6
"puc",4,1,3,6,6
"puc",2,2,1,1,1
"puc",1,3,4,3,2
"puc",4,3,1,4,1
"puc",5,1,1,2,1
"puc",1,4,1,2,2
"puc",2,2,2,2,2
"puc",2,6,4,4,6
"puc",5,1,1,1,1
"puc",1,1,1,1,1
"puc",3,7,2,7,3
"puc",2,4,1,1,2
"puc",1,4,1,4,4
"puc",5,7,5,5,5
"puc",1,7,1,1,1
"puc",5,6,4,6,5
"puc",2,5,1,1,3
"puc",4,2,1,1,2
"puc",7,2,5,6,1
"puc",2,5,4,4,5
"ulatina",3,3,2,4,3
"ulatina",1,1,1,1,1
"ulatina",1,1,1,2,3
"ulatina",1,7,1,6,7
"ulatina",4,4,1,4,1
"ulatina",1,7,1,6,4
"ulatina",7,7,1,1,1
"ulatina",2,5,1,6,6
"ulatina",3,6,1,3,6
"ulatina",1,7,1,2,1
"ulatina",7,7,4,7,7
"ulatina",3,1,1,1,1
"ulatina",4,6,4,6,6
"ulatina",3,5,1,5,3
"ulatina",4,5,1,2,2
"ulatina",5,4,1,5,3
"ulatina",5,5,1,5,5
"ulatina",2,2,1,1,2
"ulatina",7,7,3,3,3
"ulatina",6,4,1,6,3
"ulatina",4,7,1,1,1
"ulatina",4,3,1,3,3
"ulatina",3,5,2,4,4
"ulatina",3,5,4,5,3
"ulatina",7,7,1,1,2
"ulatina",1,5,1,1,1
"ulatina",4,6,2,5,3
"ulatina",5,7,1,1,3
"ulatina",6,7,4,3,4
"ulatina",4,5,3,5,4
"ulatina",5,7,1,2,4
"ulatina",6,5,2,6,3
"ulatina",5,7,3,1,2
"ulatina",1,7,1,1,1
"ulatina",2,7,1,1,6
"ulatina",6,5,4,4,3
"ulatina",7,7,2,4,7
"ulatina",5,7,3,4,6
"ulatina",2,2,1,1,1
"ulatina",5,6,2,6,3
"ulatina",4,4,3,5,4
"ulatina",3,3,3,3,3
"ulatina",3,3,1,5,1
"ulatina",7,7,4,7,7
"ulatina",5,5,1,1,1
"ulatina",4,4,1,7,1
"ulatina",1,1,1,1,1
"ulatina",4,6,1,2,1
"ulatina",5,7,1,4,6
"ulatina",5,7,1,1,7
"ulatina",7,7,1,5,4
"ulatina",5,5,1,4,5
"ulatina",3,5,1,4,2
"ulatina",7,6,1,6,7
"ulatina",1,5,1,1,1
"ulatina",4,4,1,1,1
"ulatina",2,4,1,1,1
"ulatina",5,5,3,5,2
"ulatina",1,5,2,5,2
"ulatina",1,7,6,7,1
"ulatina",3,3,1,3,1
"ulatina",7,7,3,2,7
"ulatina",3,7,1,1,7
"ulatina",7,7,3,5,7
"ulatina",1,7,1,7,7
"ulatina",7,3,2,5,1
"ulatina",2,6,2,1,1
"ulatina",4,5,4,4,2
"ulatina",4,7,1,1,3
"ulatina",2,4,5,6,6
"ulatina",7,7,2,4,7
"ulatina",5,5,1,1,1
"ulatina",4,6,3,4,3
"ulatina",3,5,2,3,4
"ulatina",5,6,2,4,6
"uned",6,7,1,2,7
"uned",3,5,2,2,7
"uned",2,1,1,1,1
"uned",2,2,2,1,2
"uned",1,7,1,1,1
"uned",6,3,1,1,6
"uned",2,2,1,1,2
"uned",1,7,1,1,7
"uned",7,7,7,7,7
"uned",3,7,1,1,2
"uned",2,2,1,1,5
"uned",3,3,1,1,2
"uned",7,7,1,1,5
"uned",6,6,2,2,7
"uned",5,6,3,2,2
"uned",3,5,1,1,4
"uned",4,7,3,3,5
"uned",3,3,1,1,1
"uned",5,6,1,1,3
"uned",1,5,1,1,4
"uned",4,3,1,1,3
"uned",4,4,3,3,1
"uned",5,3,1,1,5
"uned",4,4,2,1,2
"uned",6,2,1,1,6
"uned",6,2,1,1,6
"uned",1,1,1,1,1
"uned",1,1,1,1,1
"uned",7,3,1,1,3
"uned",7,2,3,4,6
"uned",3,4,1,1,1
"tanzaniaon",7,6,7,3,7
"tanzania",7,6,6,7,6
"tanzania",5,7,3,1,6
"tanzania",2,3,1,3,6
"tanzania",6,5,2,2,6
"tanzania",5,1,1,7,7
"tanzania",7,7,7,7,7
"tanzania",6,7,5,1,7
"tanzania",1,3,5,6,6
"tanzania",7,7,5,7,2
"tanzania",7,2,1,7,7
"tanzaniaon",7,5,7,3,2
"tanzania",1,1,1,1,2
"tanzaniaon",1,7,7,3,7
"tanzaniaon",2,3,5,4,7
"ouhk",1,2,1,1,2
"ouhk",2,2,4,4,5
"ouhk",1,1,1,7,7
"ouhk",4,4,1,2,3
"ouhk",1,1,1,1,1
"ouhk",6,7,3,3,7
"ouhk",2,2,3,5,3
"ouhk",2,3,2,2,1
"ouhk",4,5,5,5,4
"ouhk",4,4,3,3,3
"ouhk",3,1,1,1,2
"ouhk",4,4,3,4,7
"ouhk",7,3,3,3,3
"ouhk",1,1,2,4,4
"ouhk",4,4,2,2,5
"ouhk",1,2,3,3,2
"ouhk",1,1,1,1,1
"ouhk",1,1,1,1,1
"ouhk",7,7,2,2,7
"ouhk",5,5,2,2,4
"ouhk",2,1,4,1,4
"ouhk",7,6,2,2,7
"ouhk",3,4,1,1,1
"ouhk",4,5,3,3,3
"metu",6,7,1,2,2
"metu",6,6,6,6,6
"metu",2,1,2,4,6
"metu",2,1,1,1,1
"metu",1,4,1,1,2
"metu",1,1,4,4,1
"metu",7,7,4,5,5
"metu",4,4,6,6,6
"metu",5,6,3,3,5
"metu",2,1,1,1,1
"metu",5,4,6,4,3
"metu",6,6,6,6,5
"metu",2,2,1,1,1
"metu",4,3,1,4,3
"metu",7,6,2,4,6
"metu",4,1,4,6,7
"metu",1,6,1,1,1
"metu",2,4,1,1,1
"metu",1,1,5,5,1
"metu",4,5,2,2,3
"metu",3,3,3,3,3
"metu",2,2,1,1,2
"metu",4,7,2,7,7
"metu",1,6,6,6,6
"metu",7,7,3,7,6
"metu",1,3,5,5,2
"metu",1,5,5,6,7
"metu",5,6,1,7,7
"metu",1,1,1,1,4
"metu",1,1,3,5,2
"metu",6,4,1,1,3
"metu",4,5,3,4,5
"metu",5,7,4,6,1
"metu",1,6,3,3,2
"metu",1,1,1,1,1
"metu",2,2,4,2,6
"metu",2,6,1,1,1
"metu",7,3,1,1,1
"metu",1,1,5,1,4
"metu",4,3,6,4,4
"metu",7,7,7,7,7
"metu",6,5,2,2,4
"metu",1,7,2,4,4
"metu",4,6,6,6,7
"metu",3,2,1,2,5
"metu",6,6,4,4,4
"metu",1,6,1,1,1
"metu",6,3,1,1,5
"metu",6,4,1,1,6
"metu",5,5,2,6,4
"metu",7,5,1,1,1
"metu",7,7,5,7,6
"metu",1,1,1,1,1
"metu",3,6,1,3,4
"metu",7,6,1,1,1
"metu",6,1,7,6,6
"metu",1,1,1,1,1
"metu",4,4,2,6,6
"metu",1,5,1,1,4
"salford",2,3,5,4,7
"salford",5,3,2,1,2
"salford",6,1,1,4,5
"salford",6,3,1,1,1
"salford",5,2,1,1,1
"salford",2,3,6,7,7
"salford",4,3,3,5,1
"salford",1,1,3,6,2
"salford",4,7,1,2,3
"salford",5,4,2,4,5
"salford",2,1,3,6,5
"salford",1,1,1,4,5
"salford",7,1,1,1,1
"salford",7,7,4,6,5
"salford",7,7,2,7,7
"salford",1,1,2,4,3
"salford",5,5,3,5,4
"salford",1,1,3,4,4
"salford",2,2,2,6,2
"salford",5,1,1,5,4
"salford",4,3,3,6,4
"salford",3,2,3,6,3
"salford",6,7,3,5,7
"salford",3,3,3,7,7
"salford",1,1,1,3,1
"salford",1,1,1,1,1
"salford",2,2,3,5,3
"salford",3,2,3,5,2
"salford",2,3,2,2,1
"salford",1,7,5,5,5
"salford",7,7,4,7,6
"salford",6,6,1,4,4
"salford",2,1,5,7,4
"salford",7,1,7,7,7
"salford",3,3,1,5,4
"salford",2,3,2,3,3
"salford",2,1,4,6,5
"salford",1,1,1,4,5
"salford",1,7,1,7,7
"salford",2,2,1,3,1
"salford",1,6,4,4,5
"salford",1,1,1,1,2
"salford",4,1,1,2,2
"salford",4,7,3,7,1
"salford",6,5,4,7,7
"salford",6,3,6,7,7
"salford",3,4,2,4,4
"salford",4,4,4,4,5
"salford",1,1,1,6,1
"salford",3,2,2,2,3
"salford",1,2,2,1,2
"salford",2,5,2,3,3
"salford",4,3,1,3,1
"salford",6,5,1,1,7
"salford",6,1,1,6,1
"salford",7,2,7,7,7
"salford",7,7,2,2,5
"salford",4,2,4,5,6
"salford",5,7,2,7,7
"salford",3,1,1,1,3
"northumbria",7,7,2,6,7
"northumbria",4,4,2,4,4
"northumbria",3,7,3,4,7
"northumbria",3,4,1,2,4
"northumbria",1,1,1,7,5
"northumbria",2,1,1,1,1
"northumbria",1,1,1,1,3
"northumbria",5,2,2,4,3
"northumbria",4,3,1,1,1
"northumbria",5,4,4,4,4
"northumbria",2,2,2,2,3
"northumbria",6,2,2,2,1
"northumbria",4,2,2,5,4
"northumbria",3,4,5,4,5
"northumbria",1,1,1,2,1
"northumbria",5,3,1,1,5
"northumbria",5,2,1,4,5
"northumbria",4,2,4,5,6
"northumbria",2,1,6,4,7
"northumbria",6,7,1,7,5
"northumbria",6,6,2,6,6
"northumbria",4,1,1,3,5
"northumbria",3,6,1,6,7
"northumbria",3,3,2,2,2
"northumbria",7,7,3,7,5
"northumbria",6,1,3,3,2
"northumbria",3,4,3,5,5
"northumbria",4,6,1,5,4
"northumbria",5,5,6,5,5
"northumbria",4,2,1,2,2
"northumbria",3,1,3,5,1
"northumbria",2,1,1,6,5
"northumbria",5,5,4,4,4
"northumbria",2,1,4,2,5
"northumbria",2,2,4,4,5
"northumbria",4,2,4,4,5
"northumbria",7,2,5,7,7
"lse",2,2,2,2,2
"lse",1,1,1,4,4
"lse",5,2,3,3,4
"lse",3,3,1,3,4
"lse",4,1,1,1,2
"lse",5,6,2,5,1
"lse",5,4,2,3,3
"lse",3,1,3,5,5
"lse",4,3,1,5,5
"lse",2,1,5,5,7
"lse",7,5,2,3,5
"lse",1,2,3,5,5
"lse",2,2,2,2,3
"lse",4,1,3,3,3
"lse",6,2,1,1,2
"lse",5,3,2,6,3
"lse",1,1,2,2,5
"lse",3,6,2,5,7
"lse",5,3,1,5,5
"lse",4,1,5,4,6
"lse",1,1,2,1,1
"lse",4,5,2,3,4
"lse",3,3,2,2,2
"lse",6,3,5,5,6
"lse",6,2,1,5,3
"lse",6,1,4,7,7
"lse",4,3,1,2,3
"lse",7,7,2,3,7
"lse",2,4,3,7,4
"lse",5,5,3,7,7
"lse",2,2,2,2,2
"lse",6,1,1,1,1
"lse",2,2,2,2,2
"lse",1,5,3,5,5
"lse",7,5,3,5,5
"lse",4,3,3,4,6
"lse",2,2,2,2,2
"lse",4,4,1,1,3
"lse",7,7,4,4,5
"lse",6,4,3,5,6
"lse",6,5,1,7,3
"lse",7,4,2,5,6
"lse",2,3,4,5,7
"lse",4,3,1,7,7
"lse",1,4,1,1,6
"lse",7,1,7,7,7
"lse",3,3,1,2,3
"lse",2,4,5,6,6
"lse",3,5,4,6,6
"lse",4,4,5,6,6
"lse",5,3,3,4,2
"lse",1,3,1,1,6
"lse",3,3,1,5,3
"lse",3,7,3,4,7
"lse",4,5,3,4,6
"lse",1,4,5,3,5
"lse",4,5,1,2,4
"lse",2,1,1,2,2
"hawaiion",1,3,4,6,5
"hawaiion",2,7,3,3,7
"hawaiion",7,6,4,2,6
"hawaiion",7,7,3,5,6
"hawaiion",5,5,6,6,6
"hawaiion",1,1,1,1,1
"hawaiion",7,7,1,1,1
"hawaiion",4,5,5,6,6
"hawaiion",1,1,1,1,1
"hawaiion",6,4,1,5,7
"hawaiion",5,7,7,7,7
"hawaiion",7,7,7,7,7
"hawaiion",1,5,1,5,7
"hawaiion",5,5,7,7,7
"hawaiion",6,2,6,4,7
"hawaiion",7,7,7,7,7
"hawaiion",3,4,4,1,1
"hawaiion",1,3,1,3,4
"hawaiion",6,7,2,4,6
"hawaiion",6,5,3,3,2
"hawaiion",7,7,7,7,7
"hawaiion",1,6,3,1,2
"hawaiion",1,1,4,1,1
"hawaiion",3,4,5,6,5
"hawaiion",6,6,1,4,5
"hawaiion",5,1,1,7,7
"hawaiion",7,7,1,2,2
"hawaiion",2,4,5,6,7
"hawaiion",1,4,4,4,6
"hawaiion",5,6,5,6,7
"hawaiion",5,5,1,5,5
"hawaiion",5,7,2,4,3
"hawaiion",1,4,3,5,7
"hawaiion",6,6,3,6,6
"hawaiion",1,7,2,2,3
"hawaiion",5,5,2,5,6
"hawaiion",1,4,5,6,7
"hawaiion",6,6,6,7,7
"hawaiion",1,6,3,3,4
"hawaiion",7,7,7,7,7
"hawaiion",7,7,3,7,5
"hawaiion",3,5,5,6,7
"hawaiion",6,6,4,6,3
"hawaiion",4,4,1,4,7
"hawaiion",5,5,3,6,6
"hawaiion",1,6,7,6,6
"hawaiion",1,7,7,7,7
"hawaiion",1,7,7,7,7
"hawaiion",7,7,5,4,7
"hawaiion",7,7,6,7,7
"hawaiion",1,1,6,7,3
"hawaiion",7,7,7,7,7
"hawaiion",5,3,1,5,7
"hawaiion",7,6,2,4,7
"brookcuny",1,5,1,1,1
"brookcuny",4,4,4,3,5
"brookcuny",5,5,3,3,4
"brookcuny",2,4,3,5,4
"brookcuny",7,7,5,6,7
"brookcuny",1,1,1,1,1
"brookcuny",5,4,6,6,6
"brookcuny",6,6,6,6,6
"brookcuny",1,1,2,5,4
"brookcuny",5,6,4,3,5
"brookcuny",6,5,2,2,4
"brookcuny",5,5,1,1,3
"brookcuny",7,7,4,4,5
"brookcuny",3,5,5,5,6
"brookcuny",6,6,6,7,6
"brookcuny",5,4,5,5,5
"brookcuny",1,1,2,2,6
"brookcuny",5,5,2,6,5
"brookcuny",7,4,5,5,3
"brookcuny",5,6,4,2,6
"brookcuny",7,6,4,4,6
"brookcuny",7,2,7,7,7
"brookcuny",5,4,7,7,7
"brookcuny",4,4,2,7,3
"brookcuny",5,7,7,7,7
"brookcuny",5,4,6,4,7
"brookcuny",7,7,4,3,5
"brookcuny",4,3,1,1,1
"brookcuny",6,6,3,7,6
"brookcuny",5,7,5,5,7
"brookcuny",7,7,7,7,4
"brookcuny",7,7,6,6,6
"brookcuny",7,7,7,5,7
"brookcuny",6,1,5,6,7
"brookcuny",2,4,4,4,4
"brookcuny",7,7,7,7,7
"brookcuny",7,6,3,4,5
"brookcuny",2,1,3,2,2
"brookcuny",1,7,1,1,7
"brookcuny",1,1,1,1,1
"brookcuny",1,7,7,6,7
"brookcuny",4,6,3,5,5
"brookcuny",4,4,5,5,5
"brookcuny",3,7,4,7,4
"brookcuny",7,7,4,6,7
"brookcuny",5,7,1,4,3
"brookcuny",7,7,4,5,7
"brookcuny",4,2,2,4,3
"brookcuny",5,7,2,2,6
"brookcuny",2,4,3,2,2
"brookcuny",5,7,2,2,6
"brookcuny",7,2,7,7,7
"brookcuny",2,3,1,5,3
"brookcuny",2,4,7,6,4
"brookcuny",3,1,3,3,5
"brookcuny",5,7,4,6,5
"brookcuny",5,6,6,6,7
"brookcuny",4,4,4,4,4
"brookcuny",7,7,7,7,7
"brookcuny",6,5,1,1,6
"brookcuny",7,7,5,5,7
"brookcuny",1,7,7,7,7
"brookcuny",5,5,7,5,7
"brookcuny",3,3,4,4,6
"brookcuny",6,6,3,3,7
"brookcuny",6,6,5,2,1
"brookcuny",3,4,4,4,5
"brookcuny",6,6,1,2,3
"brookcuny",7,6,6,5,6
"brookcuny",5,5,4,7,3
"brookcuny",6,6,4,7,4
"brookcuny",7,7,1,5,6
"brookcuny",4,6,6,6,7
"brookcuny",2,3,3,5,6
"brookcuny",4,4,1,1,4
"brookcuny",6,6,4,1,5
"georgefox",7,7,3,4,7
"georgefox",5,7,6,3,5
"georgefox",1,7,5,6,4
"georgefox",6,6,1,1,2
"georgefox",1,4,3,2,4
"georgefox",5,2,3,7,7
"georgefox",6,6,5,6,6
"georgefox",1,1,1,1,1
"georgefox",4,6,3,2,4
"georgefox",1,5,5,4,1
"georgefox",3,3,4,6,3
"georgefox",5,4,2,4,4
"georgefox",2,3,1,2,2
"georgefox",6,4,4,5,7
"georgefox",2,5,3,2,4
"georgefox",5,1,4,4,7
"georgefox",5,4,4,3,6
"georgefox",7,7,6,7,7
"georgefox",4,4,4,4,5
"georgefox",3,4,2,2,3
"georgefox",7,7,6,7,7
"georgefox",1,4,4,5,5
"georgefox",7,7,4,7,5
"georgefox",7,4,1,7,4
"georgefox",2,6,2,6,6
"georgefox",1,7,3,3,3
"georgefox",2,2,7,1,1
"georgefox",4,4,3,3,7
"georgefox",5,6,1,4,6
"georgefox",6,5,2,4,6
"georgefox",2,7,4,5,7
"georgefox",7,6,5,4,6
"georgefox",6,6,2,5,5
"georgefox",1,6,5,6,7
"georgefox",7,7,4,4,2
"georgefox",4,3,3,2,5
"georgefox",1,5,6,6,7
"georgefox",7,7,3,5,5
"georgefox",1,5,1,3,6
"georgefox",3,5,4,4,6
"georgefox",2,4,1,1,4
"georgefox",5,2,4,2,5
"georgefox",7,7,1,1,7
"georgefox",2,1,1,1,1
"georgefox",7,4,1,1,4
"georgefox",7,7,7,7,7
"georgefox",1,5,3,3,1
"georgefox",1,1,5,5,7
"georgefox",5,5,2,2,5
"georgefox",1,3,3,2,5
"georgefox",2,5,1,3,7
"georgefox",4,7,2,5,7
"georgefox",3,3,1,2,2
"georgefox",1,7,4,4,5
"georgefox",5,6,7,4,7
"georgefox",4,7,5,4,7
"georgefox",7,7,7,7,7
"georgefox",1,1,1,3,1
"georgefox",1,1,1,5,1
"georgefox",5,5,3,3,4
"ritonline",1,7,1,3,7
"ritonline",5,7,1,5,5
"ritonline",7,7,6,7,7
"ritonline",5,6,5,5,7
"ritonline",2,5,5,5,3
"ritonline",6,6,5,5,7
"ritonline",7,7,3,7,7
"ritonline",6,6,4,4,6
"ritonline",7,7,5,6,7
"ritonline",3,5,3,6,4
"ritonline",1,4,1,1,7
"ritonline",6,5,4,4,5
"ritonline",4,4,4,4,6
"ritonline",5,3,2,3,5
"ritonline",1,6,2,2,5
"ritonline",5,5,6,6,6
"ritonline",3,6,4,4,4
"ritonline",1,4,1,4,1
"ritonline",4,4,4,4,4
"ritonline",6,6,1,5,3
"ritonline",3,5,2,6,5
"ritonline",5,5,4,6,6
"ritonline",7,4,4,6,7
"ritonline",3,4,3,4,4
"ritonline",5,5,4,4,4
"ritonline",6,6,3,3,4
"ritonline",3,2,3,3,4
"ritonline",1,5,7,5,7
"ritonline",5,6,1,1,4
"ritonline",3,4,6,6,6
"ritonline",1,5,7,7,7
"ritonline",3,7,7,6,7
"ritonline",3,3,1,2,3
"ritonline",4,4,4,3,4
"ritonline",1,6,3,4,5
"ritonline",5,5,4,7,7
"ritonline",1,3,3,2,2
"jmu",4,5,2,5,6
"jmu",2,4,6,6,6
"jmu",5,5,2,4,5
"jmu",3,3,2,3,3
"jmu",4,7,2,4,7
"jmu",5,5,2,2,6
"jmu",1,7,1,4,4
"jmu",5,7,4,3,6
"jmu",4,7,1,2,7
"jmu",1,5,1,1,1
"jmu",6,7,4,7,6
"jmu",3,5,3,5,6
"jmu",1,4,5,5,5
"jmu",7,4,5,4,5
"jmu",5,4,2,3,3
"jmu",4,4,4,6,5
"jmu",7,4,6,6,6
"jmu",4,5,7,7,7
"jmu",7,7,4,6,6
"jmu",1,1,3,3,7
"jmu",5,5,2,2,5
"jmu",5,6,6,7,7
"jmu",6,5,7,7,6
"jmu",4,4,1,4,4
"jmu",4,5,1,1,2
"jmu",7,7,1,1,7
"jmu",4,5,4,6,5
"jmu",2,7,6,3,5
"jmu",4,4,1,2,3
"jmu",7,7,4,5,1
"jmu",4,7,7,6,7
"jmu",7,3,1,7,7
"jmu",6,5,3,5,6
"jmu",1,5,2,2,1
"jmu",4,5,1,5,5
"jmu",4,3,2,5,5
"jmu",4,4,4,4,5
"jmu",5,6,3,3,4
"queensland2",4,4,7,7,5
"queensland2",2,2,3,4,5
"queensland2",1,1,1,1,1
"queensland2",1,3,2,2,2
"queensland2",5,4,5,4,5
"queensland2",4,4,5,3,5
"queensland2",3,1,2,2,1
"queensland2",4,4,4,5,5
"queensland2",2,3,4,4,4
"queensland2",1,5,1,1,1
"queensland2",2,2,2,3,2
"queensland2",3,1,5,6,5
"queensland2",1,1,1,1,1
"queensland2",2,3,1,2,3
"queensland2",5,3,3,5,5
"queensland2",6,3,4,5,3
"queensland2",3,3,3,3,3
"queensland2",5,3,1,3,4
"queensland2",6,7,1,3,7
"queensland2",1,2,1,1,2
"queensland2",7,7,6,5,7
"queensland2",6,4,6,2,5
"queensland2",5,1,4,4,2
"queensland2",6,1,3,1,1
"queensland2",1,1,1,2,1
"queensland2",3,3,3,3,3
"queensland2",4,1,6,2,5
"queensland2",4,6,5,3,4
